ncbi_taxon_id,relative_abundance,scientific_name,sample
658086,0.01125,Lachnospiraceae bacterium 3_1_57FAA_CT1,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906421_at_taxonlevel_species.txt
208479,0.01016,[Clostridium] bolteae,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906421_at_taxonlevel_species.txt
2049029,0.00832,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906421_at_taxonlevel_species.txt
487175,0.0068,Parasutterella excrementihominis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906421_at_taxonlevel_species.txt
106588,0.0054,Pseudoflavonifractor capillosus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906421_at_taxonlevel_species.txt
-1,-1e-05,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906421_at_taxonlevel_species.txt
2053618,36.2686,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
1735,5.92871,Holdemanella biformis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
33039,5.38923,[Ruminococcus] torques,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
457412,3.41216,Ruminococcus sp. 5_1_39BFAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
562,3.20812,Escherichia coli,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
853,2.5735,Faecalibacterium prausnitzii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
28117,2.41149,Alistipes putredinis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
487174,2.21418,Barnesiella intestinihominis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
40520,2.18888,Blautia obeum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
291644,2.14652,Bacteroides salyersiae,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
39485,1.99731,[Eubacterium] eligens,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
74426,1.92569,Collinsella aerofaciens,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
2173,1.71907,Methanobrevibacter smithii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
88431,1.67169,Dorea longicatena,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
39492,1.63366,[Eubacterium] siraeum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
39486,1.46818,Dorea formicigenerans,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
410072,1.197,Coprococcus comes,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
39488,1.16015,[Eubacterium] hallii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
658089,1.1446,Lachnospiraceae bacterium 5_1_63FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
47678,1.09535,Bacteroides caccae,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
261299,1.05125,Intestinibacter bartlettii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
820,1.02688,Bacteroides uniformis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
1945593,1.00934,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
665956,0.98278,Subdoligranulum sp. 4_3_54A2FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
2049040,0.94635,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
1304,0.72062,Streptococcus salivarius,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
29348,0.71524,[Clostridium] spiroforme,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
818,0.68269,Bacteroides thetaiotaomicron,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
821,0.62869,Bacteroides vulgatus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
216816,0.5825,Bifidobacterium longum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
328813,0.58152,Alistipes onderdonkii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
338188,0.5665,Bacteroides finegoldii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
665950,0.49972,Lachnospiraceae bacterium 3_1_46FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
1211813,0.4531,Candidatus Alistipes marseilloanorexicus AP11,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
204516,0.43765,Bacteroides massiliensis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
46506,0.43656,Bacteroides stercoris,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
46503,0.41511,Parabacteroides merdae,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
116085,0.4082,Coprococcus catus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
12908,0.40219,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
1535,0.38978,[Clostridium] leptum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
1869337,0.37789,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
649756,0.37007,Anaerostipes hadrus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
301301,0.35967,Roseburia hominis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
446660,0.34166,Adlercreutzia equolifaciens,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
1929485,0.32604,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
2049042,0.31591,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
154288,0.27293,Turicibacter sanguinis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
214856,0.24024,Alistipes finegoldii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
1318,0.2401,Streptococcus parasanguinis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
39490,0.20784,Eubacterium ramulus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
1118061,0.19035,Alistipes obesi,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
357276,0.18642,Bacteroides dorei,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
1343,0.18025,Streptococcus vestibularis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
552396,0.16757,Erysipelotrichaceae bacterium 5_2_54FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
328814,0.15662,Alistipes shahii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
40545,0.14789,Sutterella wadsworthensis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
239935,0.12853,Akkermansia muciniphila,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
658657,0.12701,Erysipelotrichaceae bacterium 21_3,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
61171,0.12448,Holdemania filiformis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
29361,0.11033,Tyzzerella nexilis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
154046,0.10977,Hungatella hathewayi,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
1929886,0.10043,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
29466,0.08987,Veillonella parvula,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
658086,0.08824,Lachnospiraceae bacterium 3_1_57FAA_CT1,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
214853,0.08015,Anaerofustis stercorihominis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
626932,0.07994,Alistipes indistinctus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
658087,0.07983,Lachnospiraceae bacterium 7_1_58FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
218538,0.07907,Dialister invisus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
457422,0.06662,Erysipelotrichaceae bacterium 2_2_44A,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
658655,0.0626,Lachnospiraceae bacterium 1_4_56FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
35833,0.06028,Bilophila wadsworthia,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
1926307,0.05741,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
1260,0.0562,Finegoldia magna,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
1872531,0.0553,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
1689,0.05481,Bifidobacterium dentium,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
53443,0.04545,Blautia hydrogenotrophica,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
28116,0.04235,Bacteroides ovatus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
876,0.04051,Desulfovibrio desulfuricans,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
1328,0.03809,Streptococcus anginosus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
1309,0.038,Streptococcus mutans,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
1965233,0.03784,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
360807,0.03118,Roseburia inulinivorans,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
68892,0.02761,Streptococcus infantis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
39496,0.02659,Eubacterium ventriosum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
1660,0.02514,Actinomyces odontolyticus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
33037,0.02219,Anaerococcus vaginalis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
28121,0.02166,Butyrivibrio sp.,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
-1,0.01995,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
33038,0.01994,[Ruminococcus] gnavus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
1305,0.01959,Streptococcus sanguinis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
2049034,0.01727,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
1264,0.01622,Ruminococcus albus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
106588,0.01372,Pseudoflavonifractor capillosus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
1288121,0.01209,Alistipes senegalensis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
208479,0.01186,[Clostridium] bolteae,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
147207,0.01091,Collinsella intestinalis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
147206,0.01032,Collinsella stercoris,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
39778,0.00952,Veillonella dispar,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
36834,0.00942,Clostridium celatum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
1099853,0.00848,Coprobacter fastidiosus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
333367,0.00815,[Clostridium] asparagiforme,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
658085,0.00569,Lachnospiraceae bacterium 5_1_57FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
43675,0.00384,Rothia mucilaginosa,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
1522,0.00308,[Clostridium] innocuum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
1302,0.00298,Streptococcus gordonii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
1310,0.00197,Streptococcus sobrinus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
471189,0.00085,Gordonibacter pamelaeae,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
552398,0.00072,Ruminococcaceae bacterium D16,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
2049029,0.00069,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
-1,0.01303,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906422_at_taxonlevel_species.txt
2053618,30.5959,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
853,10.2996,Faecalibacterium prausnitzii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
363265,5.71287,Prevotella stercorea,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
40518,4.60401,Ruminococcus bromii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
384638,4.17774,[Bacteroides] pectinophilus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
821,3.30607,Bacteroides vulgatus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
39491,2.45493,[Eubacterium] rectale,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
40520,2.13303,Blautia obeum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
39488,2.09073,[Eubacterium] hallii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
487173,1.96707,Dialister succinatiphilus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
457412,1.9473,Ruminococcus sp. 5_1_39BFAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
165179,1.89088,Prevotella copri,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
74426,1.73533,Collinsella aerofaciens,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
47678,1.673,Bacteroides caccae,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
39492,1.65885,[Eubacterium] siraeum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
46228,1.53291,Ruminococcus lactaris,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
1308,1.52624,Streptococcus thermophilus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
88431,1.46361,Dorea longicatena,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
1680,1.37251,Bifidobacterium adolescentis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
33039,1.29922,[Ruminococcus] torques,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
2049036,1.13697,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
116085,1.04473,Coprococcus catus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
410072,1.0226,Coprococcus comes,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
328814,0.97407,Alistipes shahii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
40545,0.97203,Sutterella wadsworthensis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
214856,0.95617,Alistipes finegoldii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
46503,0.92881,Parabacteroides merdae,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
28116,0.82094,Bacteroides ovatus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
28118,0.6192,Odoribacter splanchnicus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
39486,0.57306,Dorea formicigenerans,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
649756,0.54156,Anaerostipes hadrus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
665950,0.50758,Lachnospiraceae bacterium 3_1_46FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
301301,0.47576,Roseburia hominis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
823,0.46344,Parabacteroides distasonis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
454154,0.45579,Paraprevotella clara,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
100886,0.41156,Catenibacterium mitsuokai,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
901,0.30431,Desulfovibrio piger,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
820,0.27101,Bacteroides uniformis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
261299,0.24056,Intestinibacter bartlettii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
2049040,0.23431,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
1623,0.22551,Lactobacillus ruminis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
39485,0.20789,[Eubacterium] eligens,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
1318,0.20728,Streptococcus parasanguinis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
562,0.2035,Escherichia coli,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
28117,0.17796,Alistipes putredinis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
239935,0.17197,Akkermansia muciniphila,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906424_at_taxonlevel_species.txt
