ncbi_taxon_id,relative_abundance,scientific_name,sample
626932,0.06244,Alistipes indistinctus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906415_at_taxonlevel_species.txt
328812,0.06214,Parabacteroides goldsteinii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906415_at_taxonlevel_species.txt
665950,0.06068,Lachnospiraceae bacterium 3_1_46FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906415_at_taxonlevel_species.txt
1929485,0.04868,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906415_at_taxonlevel_species.txt
1265,0.0471,Ruminococcus flavefaciens,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906415_at_taxonlevel_species.txt
-1,0.04653,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906415_at_taxonlevel_species.txt
1318,0.04254,Streptococcus parasanguinis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906415_at_taxonlevel_species.txt
1872531,0.03895,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906415_at_taxonlevel_species.txt
847,0.03802,Oxalobacter formigenes,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906415_at_taxonlevel_species.txt
1945593,0.03689,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906415_at_taxonlevel_species.txt
1535,0.03596,[Clostridium] leptum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906415_at_taxonlevel_species.txt
2049042,0.02891,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906415_at_taxonlevel_species.txt
1502,0.02736,Clostridium perfringens,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906415_at_taxonlevel_species.txt
39496,0.02627,Eubacterium ventriosum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906415_at_taxonlevel_species.txt
1926307,0.02169,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906415_at_taxonlevel_species.txt
1304,0.0215,Streptococcus salivarius,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906415_at_taxonlevel_species.txt
61171,0.02034,Holdemania filiformis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906415_at_taxonlevel_species.txt
29466,0.01654,Veillonella parvula,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906415_at_taxonlevel_species.txt
338188,0.01371,Bacteroides finegoldii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906415_at_taxonlevel_species.txt
328813,0.00464,Alistipes onderdonkii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906415_at_taxonlevel_species.txt
2042683,0.00203,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906415_at_taxonlevel_species.txt
35833,0.0011,Bilophila wadsworthia,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906415_at_taxonlevel_species.txt
-1,0.01965,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906415_at_taxonlevel_species.txt
40518,17.3027,Ruminococcus bromii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
1680,13.5617,Bifidobacterium adolescentis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
2053618,12.5111,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
751585,7.69472,Coprococcus sp. ART55/1,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
1308,6.12292,Streptococcus thermophilus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
853,4.01527,Faecalibacterium prausnitzii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
40520,3.7082,Blautia obeum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
1304,3.49496,Streptococcus salivarius,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
218538,3.10964,Dialister invisus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
1343,2.08886,Streptococcus vestibularis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
1624,2.02796,Lactobacillus salivarius,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
74426,1.917,Collinsella aerofaciens,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
457412,1.65774,Ruminococcus sp. 5_1_39BFAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
665951,1.63653,Lachnospiraceae bacterium 8_1_57FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
28117,1.55163,Alistipes putredinis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
410072,1.22487,Coprococcus comes,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
2049040,1.07235,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
39485,1.02815,[Eubacterium] eligens,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
487174,0.86371,Barnesiella intestinihominis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
626934,0.79032,Slackia piriformis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
216816,0.75369,Bifidobacterium longum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
39486,0.6916,Dorea formicigenerans,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
1118061,0.66253,Alistipes obesi,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
33039,0.64452,[Ruminococcus] torques,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
88431,0.64078,Dorea longicatena,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
821,0.63335,Bacteroides vulgatus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
246787,0.60133,Bacteroides cellulosilyticus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
328814,0.57217,Alistipes shahii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
820,0.56409,Bacteroides uniformis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
47678,0.5048,Bacteroides caccae,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
310298,0.49166,Bacteroides coprocola,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
39496,0.47685,Eubacterium ventriosum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
39488,0.4724,[Eubacterium] hallii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
1309,0.37314,Streptococcus mutans,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
1318,0.33629,Streptococcus parasanguinis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
658089,0.32385,Lachnospiraceae bacterium 5_1_63FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
301301,0.29005,Roseburia hominis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
46228,0.2823,Ruminococcus lactaris,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
39492,0.23913,[Eubacterium] siraeum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
204516,0.20258,Bacteroides massiliensis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
1869337,0.19083,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
33038,0.15706,[Ruminococcus] gnavus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
1328,0.15181,Streptococcus anginosus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
552398,0.14648,Ruminococcaceae bacterium D16,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
328813,0.1432,Alistipes onderdonkii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
457402,0.13421,Eubacterium sp. 3_1_31,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
674529,0.12302,Bacteroides faecis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
28116,0.10298,Bacteroides ovatus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
2049036,0.10229,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
1302,0.10136,Streptococcus gordonii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
28026,0.0999,Bifidobacterium pseudocatenulatum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
261299,0.09988,Intestinibacter bartlettii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
1945593,0.09973,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
214856,0.09478,Alistipes finegoldii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
1596,0.09027,Lactobacillus gasseri,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
626932,0.06619,Alistipes indistinctus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
446660,0.06584,Adlercreutzia equolifaciens,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
649756,0.0658,Anaerostipes hadrus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
1338,0.06199,Streptococcus intermedius,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
1584,0.05631,Lactobacillus delbrueckii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
658085,0.05396,Lachnospiraceae bacterium 5_1_57FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
658081,0.05325,Lachnospiraceae bacterium 1_1_57FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
46503,0.05254,Parabacteroides merdae,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
1535,0.04679,[Clostridium] leptum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
208479,0.0459,[Clostridium] bolteae,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
333367,0.04526,[Clostridium] asparagiforme,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
658087,0.03285,Lachnospiraceae bacterium 7_1_58FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
454154,0.03165,Paraprevotella clara,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
2049029,0.02722,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
1929485,0.02511,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
1872531,0.02503,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
29466,0.0245,Veillonella parvula,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
1288121,0.0225,Alistipes senegalensis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
61171,0.02097,Holdemania filiformis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
328812,0.01779,Parabacteroides goldsteinii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
40545,0.01731,Sutterella wadsworthensis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
1590,0.01571,Lactobacillus plantarum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
39491,0.01371,[Eubacterium] rectale,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
1965233,0.0136,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
1099853,0.01112,Coprobacter fastidiosus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
658655,0.01049,Lachnospiraceae bacterium 1_4_56FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
360807,0.00806,Roseburia inulinivorans,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
818,0.00796,Bacteroides thetaiotaomicron,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
457421,0.00742,Clostridiales bacterium 1_7_47FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
214853,0.0073,Anaerofustis stercorihominis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
47715,0.00655,Lactobacillus rhamnosus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
371601,0.00612,Bacteroides xylanisolvens,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
29347,0.00551,[Clostridium] scindens,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
658657,0.00474,Erysipelotrichaceae bacterium 21_3,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
817,0.00364,Bacteroides fragilis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
1686,0.00348,Bifidobacterium catenulatum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
357276,0.00326,Bacteroides dorei,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
84112,0.00228,Eggerthella lenta,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
154046,0.0022,Hungatella hathewayi,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
454155,0.00202,Paraprevotella xylaniphila,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
469614,0.00158,Erysipelotrichaceae bacterium 6_1_45,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
227943,0.00155,Lactobacillus antri,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
1689,0.00154,Bifidobacterium dentium,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
1613,0.00139,Lactobacillus fermentum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
-1,0.02485,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906416_at_taxonlevel_species.txt
39491,24.0068,[Eubacterium] rectale,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
166486,18.0503,Roseburia intestinalis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
853,13.1211,Faecalibacterium prausnitzii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
411489,4.80213,Clostridium sp. L2-50,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
751585,3.42376,Coprococcus sp. ART55/1,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
40518,3.37783,Ruminococcus bromii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
457412,2.9162,Ruminococcus sp. 5_1_39BFAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
88431,2.86604,Dorea longicatena,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
2053618,2.83988,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
40520,1.66247,Blautia obeum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
216816,1.6293,Bifidobacterium longum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
74426,1.59907,Collinsella aerofaciens,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
410072,1.57267,Coprococcus comes,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
33039,1.5726,[Ruminococcus] torques,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
1681,1.52211,Bifidobacterium bifidum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
1680,1.35038,Bifidobacterium adolescentis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
820,1.33624,Bacteroides uniformis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
39488,1.29128,[Eubacterium] hallii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
218538,0.92611,Dialister invisus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
39496,0.82873,Eubacterium ventriosum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
39486,0.82054,Dorea formicigenerans,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
116085,0.7658,Coprococcus catus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
649756,0.72439,Anaerostipes hadrus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
360807,0.71541,Roseburia inulinivorans,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
39485,0.62476,[Eubacterium] eligens,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
1304,0.5263,Streptococcus salivarius,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
487174,0.49113,Barnesiella intestinihominis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
246787,0.44998,Bacteroides cellulosilyticus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
658089,0.40463,Lachnospiraceae bacterium 5_1_63FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
301301,0.36145,Roseburia hominis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
821,0.34836,Bacteroides vulgatus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
39490,0.33136,Eubacterium ramulus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
328814,0.23568,Alistipes shahii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906417_at_taxonlevel_species.txt
